Country,Year,Number below $1 a day,Number below $2.15 a day,Number below $3.65 a day,Number below $6.85 a day,Number below $10 a day,Number below $20 a day,Number below $30 a day,Number below $40 a day
United States,1997,1361086,2042369,2042369,4071874,7495524,31353032,67482176,104287712
United States,1998,1377851,2065689,2757522,4133656,7581600,30340220,64134780,99303928
United States,1999,1389311,2087376,2087376,4183866,6974596,29288568,62782204,97658136
United States,2000,1409785,2115076,2820848,4231962,7052912,27510426,61370308,97344976
United States,2001,2135292,2135292,2844775,4970958,7832943,29207804,62688504,99021992
United States,2002,2154071,2154071,2874840,5020722,7906989,30199986,63275484,99230616
United States,2003,2175710,2893594,3624271,5796912,8689423,30459992,63816328,100080280
United States,2004,2184529,2927708,3658397,5853736,8776048,30012328,62219720,98088760
United States,2005,2215182,2954374,3688924,5164048,8859355,28812018,62796204,98257464
United States,2006,2235057,2980544,3725960,5967126,8941026,29834314,62655960,99209176
United States,2007,2257253,3011982,3764814,5264538,8282346,30869646,63253908,98650032
United States,2008,3040177,3040177,3800185,6080183,9118707,31925346,66139504,104908840
United States,2009,2297392,3065832,3827836,5365172,8430284,29140772,65181060,104296712
United States,2010,3092426,3092426,3860593,6181454,10051374,31701364,68048584,107491176
United States,2011,2326019,3112645,3892930,6231028,10123228,31937096,70103872,110606032
United States,2012,2352240,3134005,3916810,6276458,9415828,32169216,70616360,109852792
United States,2013,2368611,3146262,3943887,6319012,9477382,31599144,71108776,111395264
United States,2014,3176056,3976476,4773492,6367414,9549660,31835584,71636200,113820176
United States,2015,3196709,4006634,4006634,7211942,9620987,28863410,66551560,108244832
United States,2016,3228750,3228750,4031722,6452900,8879773,27460796,62180116,100949296
United States,2017,3248359,4063776,4875802,6491693,8939495,27631828,62585340,100769864
United States,2018,2447928,3267702,4083970,5718693,8166446,25319588,57191412,93148200
United States,2019,2459057,3280576,4102174,5740028,7376875,22162096,52530600,86181176
United States,2020,828693,828693,1656292,4143660,6614807,18224092,43088700,76243880
United States,2021,825825,825825,1647839,3319119,4978368,14110103,39009168,75527736
United States,2022,3326389,4163380,4998551,6660622,9163889,24995884,55824192,91653144
Uruguay,2006,1718,18741,147892,741954,1280036,2347740,2799594,3011350
Uruguay,2007,1178,12681,119346,653222,1167038,2231666,2724825,2964680
Uruguay,2008,968,7592,74993,491542,975798,2077034,2635118,2904874
Uruguay,2009,1045,9437,74344,453563,886342,1966171,2547959,2858488
Uruguay,2010,1194,5670,53961,403931,857626,1953365,2542146,2855642
Uruguay,2011,906,4687,44575,286868,667902,1758310,2431644,2791212
Uruguay,2012,740,5710,44197,263679,597979,1679861,2385714,2783737
Uruguay,2013,761,5892,36176,249148,569858,1618101,2359103,2765795
Uruguay,2014,648,5205,28169,214168,507577,1511314,2264186,2708095
Uruguay,2015,925,5096,26601,202479,495523,1487306,2241816,2700657
Uruguay,2016,859,3150,23600,192419,495736,1527133,2291267,2736832
Uruguay,2017,656,2270,15413,157113,433797,1452145,2240414,2695998
Uruguay,2018,1135,1914,14666,169148,457517,1504102,2265046,2714842
Uruguay,2019,887,3499,18653,174087,485299,1528244,2293108,2740073
Uruguay,2020,1869,7091,30536,246121,593944,1684079,2421985,2838364
Uruguay,2021,1424,3843,26232,230863,583500,1689856,2425584,2840284
Uruguay,2022,1260,5311,26054,219997,548751,1618866,2380097,2796584
Uruguay (urban),1981,0,0,105982,439421,784231,1676275,2112592,2303009
Uruguay (urban),1989,2702,18620,91122,372208,729536,1709568,2223287,2453062
Uruguay (urban),1992,2431,15853,74252,313520,665635,1654718,2216927,2485876
Uruguay (urban),1995,2168,15525,70570,318926,652368,1660510,2237620,2522975
Uruguay (urban),1996,3018,17305,79079,340111,688472,1728123,2296870,2565246
Uruguay (urban),1997,1832,16796,73392,352304,712140,1745791,2324380,2593010
Uruguay (urban),1998,2252,19188,71944,352621,678902,1668753,2255083,2551892
Uruguay (urban),2000,1473,19850,74085,378240,761814,1772340,2339993,2621248
Uruguay (urban),2001,735,15156,85034,430684,828321,1812309,2339998,2614879
Uruguay (urban),2002,629,19425,119726,566821,1020285,1992061,2474147,2708247
Uruguay (urban),2003,1866,24927,155732,753194,1264064,2260075,2653284,2835756
Uruguay (urban),2004,1365,31851,200445,775643,1271684,2242943,2653300,2835043
Uruguay (urban),2005,404,26677,178922,704148,1183648,2206473,2638481,2833424
Uzbekistan,1998,5765036,14143969,19790486,22961662,23585154,23996080,24041958,24046478
Uzbekistan,2000,8597218,20051370,23356132,24406362,24576020,24640514,24646804,24649142
Uzbekistan,2002,6542042,20336180,23802550,25056960,25178708,25260908,25270132,25271850
Uzbekistan,2003,8386754,20838536,24183166,25328090,25512450,25554784,25562504,25567650
Uzbekistan,2022,139198,803185,1784290,6167912,12991484,29638074,33986452,35126244
Vanuatu,2010,2726,35960,102969,192353,223507,242072,244076,244903
Vanuatu,2019,1466,30481,106857,232917,279643,302819,305325,305723
Venezuela,1981,0,1044647,2903118,6078344,8334656,12136044,13663137,14389229
Venezuela,1987,0,1288688,3719434,7670909,10336079,14601158,16256235,17037952
Venezuela,1989,552693,1025108,2323344,6292798,9771517,16014627,17895082,18572900
Venezuela,1992,437860,936912,2416384,7246128,11402792,17736998,19466184,20084526
Venezuela,1995,685705,2194830,5328196,11310237,15194365,19997384,21235890,21636078
Venezuela,1998,1074727,2451888,5392598,11363617,15540007,20902886,22344238,22871176
Venezuela,1999,1027727,2836040,6209770,12728916,16995758,21763980,23021652,23473778
Venezuela,2001,907119,2560544,5900384,12746933,17036348,22390518,23817064,24350790
Venezuela,2002,1663107,4149549,8250778,15368174,19208974,23529576,24610858,24971092
Venezuela,2003,2062943,5066822,9832330,17286348,20846200,24540584,25347390,25589562
Venezuela,2004,1868295,4356034,8531417,16120801,20291718,24657940,25622386,25940534
Venezuela,2005,2222714,3828493,6863736,13655054,18363484,24257564,25637068,26156506
Venezuela,2006,914748,1932388,4195871,10520520,15762173,23401912,25625454,26332806
Vietnam,1992,3100134,31934652,53956604,66817852,69210568,70699704,70836432,70857240
Vietnam,1997,843862,18790350,48813196,68549848,73608112,76577560,76942376,77008320
Vietnam,2002,1363256,24143706,52901396,71696688,76667872,80229512,80568968,80608728
Vietnam,2004,1143269,16579136,44563952,69279984,76810752,81632928,82152704,82287040
Vietnam,2006,758659,12510218,37436544,66984376,76938680,82994560,83828064,83889584
Vietnam,2008,438879,9535385,33960880,66507476,77139944,84425136,85300864,85494448
Vietnam,2010,94146,2509118,12246892,40854524,60376112,80903408,85135032,86121456
Vietnam,2012,17415,1482547,9121187,36348008,58012860,82836344,87110408,88386976
Vietnam,2014,13266,1744465,8040270,31819828,55136076,83899504,88787480,90214968
Vietnam,2016,45293,1176603,5991794,25263596,47730568,81730064,89358624,91547864
Vietnam,2018,41316,1168814,5054682,21107780,41552744,79971408,89391736,92507304
Vietnam,2020,22817,631868,3651096,18094156,37375340,77123064,88778528,92898560
Vietnam,2022,34771,946320,4145141,19389500,40179604,81166232,92190064,95667936
Western and Central Africa (PIP),1990,47949096,114119016,158882576,191726240,200850496,206042928,206500208,206642000
Western and Central Africa (PIP),1991,51193544,120139320,164582656,197461984,206350560,211481776,211944304,212078944
Western and Central Africa (PIP),1992,53262012,124649840,169560048,202891552,212083648,217292320,217746432,217868512
Western and Central Africa (PIP),1993,54550300,130308560,176455232,209174608,217738880,222910304,223485744,223609648
Western and Central Africa (PIP),1994,56837648,134919424,182135072,214836320,223281552,228516272,229239520,229407328
Western and Central Africa (PIP),1995,58404312,138732416,187432656,220567824,228904272,234395328,235286320,235509744
Western and Central Africa (PIP),1996,58676320,141902512,192562880,225897840,234491968,240457792,241520208,241752144
Western and Central Africa (PIP),1997,57735696,143532656,197359952,231857728,240904080,246970496,248021040,248272096
Western and Central Africa (PIP),1998,55979936,145395232,202567968,238433296,247732256,253851088,254830512,255070128
Western and Central Africa (PIP),1999,54861716,147117520,207285488,245056896,254665664,260761360,261744112,262003488
Western and Central Africa (PIP),2000,54606976,149438160,212382864,251924096,261838992,268032896,268994976,269233664
Western and Central Africa (PIP),2001,50742208,148868896,215772544,258692352,269282976,275599136,276571904,276806656
Western and Central Africa (PIP),2002,46309764,145652896,218103232,265123264,276636320,283418528,284361376,284632256
Western and Central Africa (PIP),2003,43690444,145517760,221569856,272317632,284586912,291507808,292455008,292715936
Western and Central Africa (PIP),2004,40572072,143651984,223703088,278787520,292350816,299775648,300775680,301037280
Western and Central Africa (PIP),2005,38634960,144135808,227000784,285716416,300356992,308269664,309346272,309591136
Western and Central Africa (PIP),2006,36427528,144863328,230751872,292798688,308479136,317006848,318113888,318376640
Western and Central Africa (PIP),2007,34391996,145882528,235037376,300361568,317064448,326036448,327159360,327400288
Western and Central Africa (PIP),2008,30011242,143212384,237477040,307137824,325358272,335228576,336395552,336675968
Western and Central Africa (PIP),2009,29142336,143748512,241399936,314761632,334270912,344760960,345963744,346257472
Western and Central Africa (PIP),2010,24867920,139296416,242603504,321342272,342776320,354456256,355787840,356100672
Western and Central Africa (PIP),2011,23325762,139903024,247074528,329837024,352262848,364632992,365919680,366263488
Western and Central Africa (PIP),2012,21908834,136195168,247743456,336379680,360865376,374600096,376147392,376541024
Western and Central Africa (PIP),2013,21590328,134590704,249224336,342996000,369498240,384675072,386484000,386904320
Western and Central Africa (PIP),2014,20474478,131638896,249311616,349277568,378050784,394964480,397045024,397508544
Western and Central Africa (PIP),2015,21008752,135002496,255789280,358568480,388317280,405703520,407850400,408329024
Western and Central Africa (PIP),2016,19906958,133319800,258512496,366961536,398012736,416526432,418861472,419370080
Western and Central Africa (PIP),2017,18348862,129095488,258447392,374098304,407205632,427379904,430078560,430686848
Western and Central Africa (PIP),2018,16479299,124930872,258891264,381576256,416540544,438396000,441445600,442147744
Western and Central Africa (PIP),2019,15427905,123857464,261874624,390004064,426729728,449796096,453022944,453772512
Western and Central Africa (PIP),2020,16597100,131976592,274940832,404089376,440072512,462079040,465020800,465720288
Western and Central Africa (PIP),2021,16440745,133550656,279971456,413860224,451479680,474116320,477016448,477719584
Western and Central Africa (PIP),2022,16087421,133960840,284551264,423650560,462886368,486226304,489124576,489866464
Western and Central Africa (PIP),2023,16291341,135809040,289929664,433368480,474072896,498527520,501550688,502301056
Western and Central Africa (PIP),2024,16319140,136766384,293764992,442772096,485063904,510998208,514191200,514993632
World,1990,454154944,2004621056,2996392960,3665054720,3952432128,4416655872,4693374464,4880925696
World,1991,446205088,2011197312,3043561472,3745678848,4038973184,4504806912,4773516288,4962301440
World,1992,432806272,2003391872,3075863808,3828674816,4133225472,4592945152,4853900800,5043993600
World,1993,422391680,2008309760,3116764160,3919876608,4234621184,4684681216,4939990016,5127949824
World,1994,385778912,1928587904,3121048064,3981187072,4304203776,4750131200,5006981120,5197530112
World,1995,361326432,1861664896,3104519424,4002645248,4341136896,4808227840,5072696320,5266336768
World,1996,340315072,1802243456,3095218176,4061447168,4413579776,4879235584,5142292992,5338936832
World,1997,347973312,1815077632,3105212928,4093646592,4463823360,4943150080,5212269568,5411501056
World,1998,364806336,1861604224,3144487168,4144408576,4523597312,5012713984,5277362688,5476088832
World,1999,350298656,1831895168,3176805632,4232967936,4618337792,5090525696,5348629504,5544943104
World,2000,342697888,1799557504,3147395328,4238902016,4647559168,5140995584,5404499968,5605224448
World,2001,327395328,1764917248,3127829248,4255576064,4688750080,5202530304,5470845952,5676296192
World,2002,301719200,1692761728,3081301760,4259571200,4724189696,5260271616,5534076928,5742351360
World,2003,267831648,1613798016,3035823872,4274806528,4760882176,5312039936,5592916480,5807973376
World,2004,227663024,1510641280,2958301440,4241088768,4761489920,5356928000,5647415808,5868346880
World,2005,199237984,1408802944,2875751424,4209959168,4764367872,5404707840,5706699776,5931471872
World,2006,186118672,1360683904,2820756480,4174752768,4758130176,5444745216,5758835200,5991691264
World,2007,169335744,1289433472,2746099968,4131537152,4745289728,5480729088,5801625088,6034686464
World,2008,158574176,1244799616,2699528192,4106634240,4740931072,5525464576,5866115584,6110931968
World,2009,146295008,1199263616,2646578176,4090078976,4755895296,5582121472,5931401728,6180007936
World,2010,127746336,1092742528,2534209280,4026784768,4728330240,5614407168,5988698112,6247321600
World,2011,118547488,980369792,2403714560,3971692032,4716662272,5669891584,6062113792,6327757312
World,2012,112951472,923164864,2326507520,3926018560,4697916416,5716432384,6130037760,6403608064
World,2013,111469120,832973376,2207523584,3849048320,4663939584,5754118656,6193196032,6479903232
World,2014,112805504,804976384,2171620096,3810875392,4653596160,5801217024,6261395456,6554748928
World,2015,116263168,778435072,2123631232,3775429632,4640475136,5845985280,6318843392,6614830080
World,2016,121392424,764762944,2088980864,3748893696,4634307584,5881154048,6368500224,6669885440
World,2017,122144096,708478656,2005785344,3698897664,4606723584,5907168256,6419341824,6731608576
World,2018,121882408,667108864,1883130112,3632501248,4577095168,5941193216,6469661696,6788618752
World,2019,125622424,683633536,1797171584,3586470656,4567789056,5972378624,6514926592,6838139904
World,2020,138279232,757105024,1877520256,3691824384,4691172864,6077881344,6595527680,6908016128
World,2021,138753632,745666368,1845111040,3602289408,4578955776,6012591104,6579638784,6921744896
World,2022,135895824,712786752,1782577280,3573861120,4577277952,6040306176,6618930176,6966511104
World,2023,136832368,705163328,1762575232,3555118336,4569815552,6064382464,6660021760,7016090112
World,2024,137475840,691757504,1732056192,3533639424,4560863744,6088861696,6702211072,7065208832
World (excluding China),1990,230539776,1187718400,1944261888,2541347584,2819911168,3282063872,3558440192,3745882368
World (excluding China),1991,233505872,1202115840,1987939072,2608484352,2891023872,3354423296,3622903552,3811616256
World (excluding China),1992,235110016,1212543616,2026937472,2681234176,2972369152,3428175872,3689017088,3879070720
World (excluding China),1993,239856288,1235637632,2078072960,2764142336,3062160384,3506241024,3761550080,3949509632
World (excluding China),1994,240176672,1230237952,2109515008,2821359616,3121963776,3558368512,3815145984,4005694720
World (excluding China),1995,238167216,1225308032,2122196096,2840427776,3150055936,3603733504,3867841536,4061481984
World (excluding China),1996,235493440,1215566208,2144548608,2898881024,3214717184,3662572544,3924742656,4121386496
World (excluding China),1997,238035072,1232339328,2166683648,2928192768,3256320768,3714387200,3982263808,4181426688
World (excluding China),1998,249872320,1281113216,2216040960,2977098496,3308409088,3772858368,4035564544,4234153728
World (excluding China),1999,230612304,1253950976,2259148800,3066118400,3397178624,3840933632,4096098816,4292208384
World (excluding China),2000,231943728,1256622464,2266133760,3084012032,3425824512,3883722496,4142660096,4342681600
World (excluding China),2001,225339440,1255933440,2284012032,3116953600,3469075456,3938655744,4200786944,4404769792
World (excluding China),2002,209869856,1220432000,2279732736,3144525312,3510855168,3991158272,4257066752,4462880256
World (excluding China),2003,203240992,1201901056,2282032896,3183867392,3554658560,4037585152,4308815872,4521016832
World (excluding China),2004,185316464,1158288000,2256307200,3178812928,3565834496,4078114560,4356813312,4574268928
World (excluding China),2005,176307824,1118667904,2235305728,3184949504,3585351680,4122865664,4410112000,4630423552
World (excluding China),2006,165564928,1092826368,2218692096,3183550720,3596275968,4160852736,4457158656,4684612608
